Hakem ID,İsim,Uzmanlık Alanları,Geçmiş Proje Başlıkları,cleaned_expertise,cleaned_past_projects,bert_input
319,"Prof. Dr. Banu Çakır""","Nörodejeneratif Hastalıklar, ALS",Amyotrofik Lateral Sklerozda (ALS) Sodyum MRI ile Üst Motor Nöron Değerlendirmesinin Tanısal Değeri ve Hastalık Progresyonuyla Korelasyonu,nörodejeneratif hastalıklar als,amyotrofik lateral sklerozda als sodyum mri üst motor nöron değerlendirmesinin tanısal değeri hastalık progresyonuyla korelasyonu,nörodejeneratif hastalıklar als amyotrofik lateral sklerozda als sodyum mri üst motor nöron değerlendirmesinin tanısal değeri hastalık progresyonuyla korelasyonu
320,"Doç. Dr. Eylül Şahin""","Tıbbi Genetik, Nadir Hastalıklar",Türkiye'de Konsanguiniteye Bağlı Nadir Hastalıklarda Eksom Sekanslama ile Yeni Genotip-Fenotip Korelasyonlarının Belirlenmesi: Ulusal Konsorsiyum Çalışması,tıbbi genetik nadir hastalıklar,türkiye konsanguiniteye bağlı nadir hastalıklarda eksom sekanslama yeni genotip fenotip korelasyonlarının belirlenmesi ulusal konsorsiyum çalışması,tıbbi genetik nadir hastalıklar türkiye konsanguiniteye bağlı nadir hastalıklarda eksom sekanslama yeni genotip fenotip korelasyonlarının belirlenmesi ulusal konsorsiyum çalışması
321,"Prof. Dr. Cemil Kavalcı""","Acil Tıp, Travma",Majör Travma Hastalarında Viskoelastik Test (TEG/ROTEM) Kılavuzluğunda Traneksamik Asit Kullanımının Kan Ürünü Tüketimi ve Mortalite Üzerine Etkisi,acil tıp travma,majör travma hastalarında viskoelastik test teg rotem kılavuzluğunda traneksamik asit kullanımının kan ürünü tüketimi mortalite üzerine etkisi,acil tıp travma majör travma hastalarında viskoelastik test teg rotem kılavuzluğunda traneksamik asit kullanımının kan ürünü tüketimi mortalite üzerine etkisi
322,"Doç. Dr. Aslı Turgut""","Hematopatoloji, Lenfoma",Diffüz Büyük B-hücreli Lenfomada (DLBCL) Dijital Patoloji ve Yapay Zeka Destekli Hücresel Heterojenite Analizinin Prognoza Etkisi,hematopatoloji lenfoma,diffüz büyük b hücreli lenfomada dlbcl dijital patoloji yapay zeka destekli hücresel heterojenite analizinin prognoza etkisi,hematopatoloji lenfoma diffüz büyük b hücreli lenfomada dlbcl dijital patoloji yapay zeka destekli hücresel heterojenite analizinin prognoza etkisi
323,"Prof. Dr. Oğuzhan Deyneli""","Endokrin Cerrahi, Paratiroid",Primer Hiperparatiroidizmde Dört Boyutlu BT Anjiyografinin Preoperatif Lokalizasyondaki Doğruluğu: Cerrahi Başarıyla Korelasyonlu Çok Merkezli Çalışma,endokrin cerrahi paratiroid,primer hiperparatiroidizmde dört boyutlu bt anjiyografinin preoperatif lokalizasyondaki doğruluğu cerrahi başarıyla korelasyonlu merkezli çalışma,endokrin cerrahi paratiroid primer hiperparatiroidizmde dört boyutlu bt anjiyografinin preoperatif lokalizasyondaki doğruluğu cerrahi başarıyla korelasyonlu merkezli çalışma
324,"Doç. Dr. İrem Yıldız""","Psikonöroimmünoloji, Kronik Yorgunluk",Miyaljik Ensefalomiyelit/Kronik Yorgunluk Sendromunda (ME/CFS) Mikroglial Aktivasyonun PET-MR ile Gösterilmesi ve Semptom Şiddetiyle İlişkisi,psikonöroimmünoloji kronik yorgunluk,miyaljik ensefalomiyelit kronik yorgunluk sendromunda me cfs mikroglial aktivasyonun pet mr gösterilmesi semptom şiddetiyle i lişkisi,psikonöroimmünoloji kronik yorgunluk miyaljik ensefalomiyelit kronik yorgunluk sendromunda me cfs mikroglial aktivasyonun pet mr gösterilmesi semptom şiddetiyle i lişkisi
325,"Prof. Dr. Serkan Keskin""","İntervensiyonel Kardiyoloji, Yapısal Kalp Hastalıkları",Transkateter Aort Kapak İmplantasyonu (TAVI) Sonrası Yeni Gelişen Kardiyak İleti Bozukluklarının Mekanizmaları ve Uzun Dönem Pacemaker İhtiyacını Öngörmede Elektrofizyolojik Parametreler,i ntervensiyonel kardiyoloji yapısal kalp hastalıkları,transkateter aort kapak i mplantasyonu tavi sonrası yeni gelişen kardiyak i leti bozukluklarının mekanizmaları uzun dönem pacemaker i htiyacını öngörmede elektrofizyolojik parametreler,i ntervensiyonel kardiyoloji yapısal kalp hastalıkları transkateter aort kapak i mplantasyonu tavi sonrası yeni gelişen kardiyak i leti bozukluklarının mekanizmaları uzun dönem pacemaker i htiyacını öngörmede elektrofizyolojik parametreler
326,Prof. Dr. Ebru Alper,"Nöroloji, Multipl Skleroz",Multipl Sklerozda B hücre deplasyon tedavisi sonrası serum nörofilaman hafif zincir (NfL) düzeylerinin relaps öngörüsündeki rolü: 24 aylık prospektif longitudinal çalışma,nöroloji multipl skleroz,multipl sklerozda b hücre deplasyon tedavisi sonrası serum nörofilaman hafif zincir nfl düzeylerinin relaps öngörüsündeki rolü aylık prospektif longitudinal çalışma,nöroloji multipl skleroz multipl sklerozda b hücre deplasyon tedavisi sonrası serum nörofilaman hafif zincir nfl düzeylerinin relaps öngörüsündeki rolü aylık prospektif longitudinal çalışma
327,Doç. Dr. Tolga Sinan,"Kardiyoloji, Koroner Arter Hastalığı",Kronik koroner sendromda stres kardiyak MRI ile miyokardiyal iskemi haritalamasının fraksiyonel akım rezervi (FFR) ile korelasyonu: HYPERION çalışması,kardiyoloji koroner arter hastalığı,kronik koroner sendromda stres kardiyak mri miyokardiyal iskemi haritalamasının fraksiyonel akım rezervi ffr korelasyonu hyperion çalışması,kardiyoloji koroner arter hastalığı kronik koroner sendromda stres kardiyak mri miyokardiyal iskemi haritalamasının fraksiyonel akım rezervi ffr korelasyonu hyperion çalışması
328,Prof. Dr. Lale Tükel,"Psikiyatri, Anksiyete Bozuklukları",Pandemide gelişen anksiyete bozukluklarında otoantikor profilleri ve noradrenerjik sistem disfonksiyonu: NEST kohort çalışması 2. faz sonuçları,psikiyatri anksiyete bozuklukları,pandemide gelişen anksiyete bozukluklarında otoantikor profilleri noradrenerjik sistem disfonksiyonu nest kohort çalışması faz sonuçları,psikiyatri anksiyete bozuklukları pandemide gelişen anksiyete bozukluklarında otoantikor profilleri noradrenerjik sistem disfonksiyonu nest kohort çalışması faz sonuçları
329,Doç. Dr. Cem Arıtürk,"Genel Cerrahi, Aort Cerrahisi",Endovasküler aort tamirinde (EVAR) hasta spesifik 3D baskı stent-greft tasarımının erken dönem tip I endoleak oranlarına etkisi: PROTEGO çalışması,genel cerrahi aort cerrahisi,endovasküler aort tamirinde evar hasta spesifik d baskı stent greft tasarımının erken dönem tip i endoleak oranlarına etkisi protego çalışması,genel cerrahi aort cerrahisi endovasküler aort tamirinde evar hasta spesifik d baskı stent greft tasarımının erken dönem tip i endoleak oranlarına etkisi protego çalışması
330,Prof. Dr. Selin Gaş,"Pediatri, Büyüme Geriliği",İdiyopatik boy kısalığında IGF-1 gen polimorfizmleri ve GH tedavi yanıtının farmakogenetik analizi: 5 yıllık GENESIS çalışması,pediatri büyüme geriliği,i diyopatik boy kısalığında igf gen polimorfizmleri gh tedavi yanıtının farmakogenetik analizi yıllık genesis çalışması,pediatri büyüme geriliği i diyopatik boy kısalığında igf gen polimorfizmleri gh tedavi yanıtının farmakogenetik analizi yıllık genesis çalışması
331,Doç. Dr. Eren Yılmaz,"Biyokimya, Kanser Biyobelirteçleri",Pankreas kanserinde mutasyonel imzaların yapay zeka ile sınıflandırılması ve kemoterapi direnci ilişkisi: TCGA veri madenciliği projesi,biyokimya kanser biyobelirteçleri,pankreas kanserinde mutasyonel imzaların yapay zeka sınıflandırılması kemoterapi direnci ilişkisi tcga veri madenciliği projesi,biyokimya kanser biyobelirteçleri pankreas kanserinde mutasyonel imzaların yapay zeka sınıflandırılması kemoterapi direnci ilişkisi tcga veri madenciliği projesi
332,Prof. Dr. Aslı Suner,"Göz Hastalıkları, Kornea Nakli",Fuchs endotelyal distrofide Descemet membran endotelyal keratoplasti (DMEK) sonrası korneal klariteyi etkileyen proteomik faktörler: MERKÜR çalışması,göz hastalıkları kornea nakli,fuchs endotelyal distrofide descemet membran endotelyal keratoplasti dmek sonrası korneal klariteyi etkileyen proteomik faktörler merkür çalışması,göz hastalıkları kornea nakli fuchs endotelyal distrofide descemet membran endotelyal keratoplasti dmek sonrası korneal klariteyi etkileyen proteomik faktörler merkür çalışması
333,Doç. Dr. Hakan Korkmaz,"Beyin Cerrahisi, Beyin Tümörleri",Grade IV glioblastomada intraoperatif 5-ALA floresans rezeksiyonunun progresyonsuz sağkalım üzerine etkisi: GLOBE randomize faz III çalışması,beyin cerrahisi beyin tümörleri,grade iv glioblastomada intraoperatif ala floresans rezeksiyonunun progresyonsuz sağkalım üzerine etkisi globe randomize faz iii çalışması,beyin cerrahisi beyin tümörleri grade iv glioblastomada intraoperatif ala floresans rezeksiyonunun progresyonsuz sağkalım üzerine etkisi globe randomize faz iii çalışması
334,Prof. Dr. Deniz Arık,"Patoloji, Jinekolojik Kanserler",Endometriyum kanserinde POLE mutasyon analizinin TCGA sınıflandırması ve immün checkpoint inhibitörü yanıtıyla ilişkisi: MOLECULAR-EM çalışması,patoloji jinekolojik kanserler,endometriyum kanserinde pole mutasyon analizinin tcga sınıflandırması immün checkpoint inhibitörü yanıtıyla ilişkisi molecular em çalışması,patoloji jinekolojik kanserler endometriyum kanserinde pole mutasyon analizinin tcga sınıflandırması immün checkpoint inhibitörü yanıtıyla ilişkisi molecular em çalışması
335,Doç. Dr. Onur Karaca,"Göğüs Hastalıkları, KOAH",KOAH'ta tele-rehabilitasyon programlarının akut alevlenme sıklığı ve yaşam kalitesi üzerine etkisi: 12 merkezli REHAB-COPD çalışması,göğüs hastalıkları koah,koah ta tele rehabilitasyon programlarının akut alevlenme sıklığı yaşam kalitesi üzerine etkisi merkezli rehab copd çalışması,göğüs hastalıkları koah koah ta tele rehabilitasyon programlarının akut alevlenme sıklığı yaşam kalitesi üzerine etkisi merkezli rehab copd çalışması
336,Prof. Dr. İrem Yücel,"İç Hastalıkları, Böbrek Nakli",De novo donör spesifik antikor gelişiminde epitop yükünün (EPV) prognostik değeri: Luminex single-antigen bead analizleriyle 3 yıllık takip,i ç hastalıkları böbrek nakli,novo donör spesifik antikor gelişiminde epitop yükünün epv prognostik değeri luminex single antigen bead analizleriyle yıllık takip,i ç hastalıkları böbrek nakli novo donör spesifik antikor gelişiminde epitop yükünün epv prognostik değeri luminex single antigen bead analizleriyle yıllık takip
337,Doç. Dr. Alaz Özcan,"Çocuk Psikiyatrisi, Ergen Ruh Sağlığı",Ergenlerde non-suicidal self-injury (NSSI) ile mikroglial aktivasyon arasındaki ilişkinin TSPO PET görüntüleme ile değerlendirilmesi: MIND-teen çalışması,çocuk psikiyatrisi ergen ruh sağlığı,ergenlerde non suicidal self injury nssi mikroglial aktivasyon arasındaki ilişkinin tspo pet görüntüleme değerlendirilmesi mind teen çalışması,çocuk psikiyatrisi ergen ruh sağlığı ergenlerde non suicidal self injury nssi mikroglial aktivasyon arasındaki ilişkinin tspo pet görüntüleme değerlendirilmesi mind teen çalışması
338,Prof. Dr. Koray Baş,"Hematoloji, Kan Hastalıkları",Fanconi anemisi hastalarında CRISPR-Cas9 ile gen düzeltme sonrası hematopoietik kök hücre engraftman başarısı: FANC-GENE faz I/II klinik deneme,hematoloji kan hastalıkları,fanconi anemisi hastalarında crispr cas gen düzeltme sonrası hematopoietik kök hücre engraftman başarısı fanc gene faz i ii klinik deneme,hematoloji kan hastalıkları fanconi anemisi hastalarında crispr cas gen düzeltme sonrası hematopoietik kök hücre engraftman başarısı fanc gene faz i ii klinik deneme
339,Doç. Dr. Selin Akbulut,"Gastroenteroloji, Mide Hastalıkları",Diyabetik gastroparezide mide pilati stimülasyonunun elektrogastrografi (EGG) parametrelerine etkisi: G-PACE çift kör sham-kontrollü çalışma,gastroenteroloji mide hastalıkları,diyabetik gastroparezide mide pilati stimülasyonunun elektrogastrografi egg parametrelerine etkisi g pace çift kör sham kontrollü çalışma,gastroenteroloji mide hastalıkları diyabetik gastroparezide mide pilati stimülasyonunun elektrogastrografi egg parametrelerine etkisi g pace çift kör sham kontrollü çalışma
340,Prof. Dr. Murat Cansever,"Göğüs Cerrahisi, Akciğer Kanseri",Evre III NSCLC'de neoadjuvan immünoterapi sonrası tümör mikroçevresindeki T hücre klonalite değişimleri: TRACERx-LUNG projesi,göğüs cerrahisi akciğer kanseri,evre iii nsclc neoadjuvan immünoterapi sonrası tümör mikroçevresindeki t hücre klonalite değişimleri tracerx lung projesi,göğüs cerrahisi akciğer kanseri evre iii nsclc neoadjuvan immünoterapi sonrası tümör mikroçevresindeki t hücre klonalite değişimleri tracerx lung projesi
341,Doç. Dr. Ece Özdemir,"Kadın Doğum, Fetal Sağlık",Fetal ekokardiyografide yapay zeka destekli 4D speckle tracking ile konjenital kalp defektlerinin erken tanısı: AI-WOMB çalışması,kadın doğum fetal sağlık,fetal ekokardiyografide yapay zeka destekli d speckle tracking konjenital kalp defektlerinin erken tanısı ai womb çalışması,kadın doğum fetal sağlık fetal ekokardiyografide yapay zeka destekli d speckle tracking konjenital kalp defektlerinin erken tanısı ai womb çalışması
342,Prof. Dr. Sertaç Ataergin,"Radyoloji, Prostat Görüntüleme",Prostat kanserinde multiparametrik MRI radiomik özelliklerin genomik agresiflik skoru (Decipher) ile korelasyonu: RADIO-DECIPHER projesi,radyoloji prostat görüntüleme,prostat kanserinde multiparametrik mri radiomik özelliklerin genomik agresiflik skoru decipher korelasyonu radio decipher projesi,radyoloji prostat görüntüleme prostat kanserinde multiparametrik mri radiomik özelliklerin genomik agresiflik skoru decipher korelasyonu radio decipher projesi
343,Doç. Dr. Cihan Taş,"Ağrı Tedavisi, Nöropatik Ağrı",Kronik nöropatik ağrıda dorsal kök ganglion (DRG) stimülasyonunun QST parametreleri ve beyin bağlantısallığı üzerine etkileri: CONNECT-PAIN çalışması,ağrı tedavisi nöropatik ağrı,kronik nöropatik ağrıda dorsal kök ganglion drg stimülasyonunun qst parametreleri beyin bağlantısallığı üzerine etkileri connect pain çalışması,ağrı tedavisi nöropatik ağrı kronik nöropatik ağrıda dorsal kök ganglion drg stimülasyonunun qst parametreleri beyin bağlantısallığı üzerine etkileri connect pain çalışması
344,Prof. Dr. Aylin Okçu Heper,"Hematoloji, Kemik İliği Hastalıkları",MDS'de sarkoplazmik demir birikiminin (misplaced iron) flow sitometri ile kantifikasyonu ve klinik prognoza etkisi: IRON-MDS çalışması,hematoloji kemik i liği hastalıkları,mds sarkoplazmik demir birikiminin misplaced iron flow sitometri kantifikasyonu klinik prognoza etkisi iron mds çalışması,hematoloji kemik i liği hastalıkları mds sarkoplazmik demir birikiminin misplaced iron flow sitometri kantifikasyonu klinik prognoza etkisi iron mds çalışması
345,Doç. Dr. Deniz Kaya,"Halk Sağlığı, Çevresel Toksinler",Kronik kadmiyum maruziyetinde epigenetik metilasyon paternlerinin böbrek disfonksiyonu ile ilişkisi: METAL-TOX kohort çalışması,halk sağlığı çevresel toksinler,kronik kadmiyum maruziyetinde epigenetik metilasyon paternlerinin böbrek disfonksiyonu ilişkisi metal tox kohort çalışması,halk sağlığı çevresel toksinler kronik kadmiyum maruziyetinde epigenetik metilasyon paternlerinin böbrek disfonksiyonu ilişkisi metal tox kohort çalışması
346,Prof. Dr. Oğuzhan Babacan,"Dermatoloji, Cilt Kanserleri",Melanomda tümör mutasyon yükü (TMB) yüksek olgularda intratümöral IL-12 gen terapisinin sistemik immün yanıta etkisi: GENESUN faz II çalışması,dermatoloji cilt kanserleri,melanomda tümör mutasyon yükü tmb yüksek olgularda intratümöral il gen terapisinin sistemik immün yanıta etkisi genesun faz ii çalışması,dermatoloji cilt kanserleri melanomda tümör mutasyon yükü tmb yüksek olgularda intratümöral il gen terapisinin sistemik immün yanıta etkisi genesun faz ii çalışması
347,Doç. Dr. Sibel Balcı,"Kadın Hastalıkları, Gebelik Komplikasyonları",Preeklampside plasental eksozom miRNA profillerinin erken tanıdaki değeri: PREDICT-PE çok merkezli nested case-control çalışması,kadın hastalıkları gebelik komplikasyonları,preeklampside plasental eksozom mirna profillerinin erken tanıdaki değeri predict pe merkezli nested case control çalışması,kadın hastalıkları gebelik komplikasyonları preeklampside plasental eksozom mirna profillerinin erken tanıdaki değeri predict pe merkezli nested case control çalışması
348,Prof. Dr. Cemil Göya,"Radyoloji, Çocuk Görüntüleme",Pediatrik epilepside yapısal bağlantısallık haritalarının (SCM) cerrahi sonuçlarla korelasyonu: CONNECT-Epilepsy projesi,radyoloji çocuk görüntüleme,pediatrik epilepside yapısal bağlantısallık haritalarının scm cerrahi sonuçlarla korelasyonu connect epilepsy projesi,radyoloji çocuk görüntüleme pediatrik epilepside yapısal bağlantısallık haritalarının scm cerrahi sonuçlarla korelasyonu connect epilepsy projesi
349,Doç. Dr. Aslıhan Uzun,"Genel Cerrahi, Robotik Cerrahi",Robotik cerrahi eğitiminde artırılmış gerçeklik (AR) tabanlı haptik feedback sistemlerinin öğrenme eğrisine etkisi: ROBO-SIM randomize çalışma,genel cerrahi robotik cerrahi,robotik cerrahi eğitiminde artırılmış gerçeklik ar tabanlı haptik feedback sistemlerinin öğrenme eğrisine etkisi robo sim randomize çalışma,genel cerrahi robotik cerrahi robotik cerrahi eğitiminde artırılmış gerçeklik ar tabanlı haptik feedback sistemlerinin öğrenme eğrisine etkisi robo sim randomize çalışma
350,Prof. Dr. Deniz Yılmaz,"Farmakoloji, İlaç Güvenliği",Kardiyak ilaçlarda farmakogenomik rehberli doz optimizasyonunun advers olay oranlarını azaltmadaki etkinliği: PHARM-GUIDE çok merkezli çalışma,farmakoloji i laç güvenliği,kardiyak ilaçlarda farmakogenomik rehberli doz optimizasyonunun advers olay oranlarını azaltmadaki etkinliği pharm guide merkezli çalışma,farmakoloji i laç güvenliği kardiyak ilaçlarda farmakogenomik rehberli doz optimizasyonunun advers olay oranlarını azaltmadaki etkinliği pharm guide merkezli çalışma
